Lattice-Size,Runtime-Average,Runtime-STD
25,0.015858745574951170,0.000768258427488606
50,0.022307014465332030,0.000291274392464881
75,0.032829523086547852,0.000130708797564287
100,0.046456861495971682,0.000157116823381229
200,0.138265323638916027,0.000356407543965281
300,0.294145441055297829,0.001240247394967916
400,0.503695201873779252,0.000394053547998507
500,0.783292627334594704,0.000965109132921935
600,1.119583177566528365,0.002971683897267258
700,1.521532630920410245,0.005670865389130733
800,2.075277042388916193,0.008624944842263973
900,2.638369417190551847,0.009537201475336477
1000,3.266625452041625799,0.012256450868182753
