lebwohl_lasher.py: Size: 50, Steps: 500, T*: 0.500: Order: 0.409, Time: 38.618180 s
         5246196 function calls (5222027 primitive calls) in 41.112 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2569    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     1152    0.001    0.000    0.002    0.000 {built-in method builtins.max}
      132    0.001    0.000    0.001    0.000 transforms.py:2487(get_matrix)
      286    0.001    0.000    0.002    0.000 transforms.py:2040(scale)
       94    0.001    0.000    0.010    0.000 text.py:157(_reset_visual_defaults)
     3287    0.001    0.000    0.001    0.000 inspect.py:3062(<genexpr>)
      982    0.001    0.000    0.032    0.000 __init__.py:748(__setitem__)
     2653    0.001    0.000    0.002    0.000 _parser.py:176(append)
     5702    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
     2178    0.001    0.000    0.002    0.000 typing.py:1117(_is_dunder)
     1117    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      540    0.001    0.000    0.001    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
     5534    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
      540    0.001    0.000    0.001    0.000 {method 'set' of '_contextvars.ContextVar' objects}
      626    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
      209    0.001    0.000    0.004    0.000 _compiler.py:511(_compile_info)
     1012    0.001    0.000    0.002    0.000 _linalg.py:142(_realType)
      697    0.001    0.000    0.002    0.000 inspect.py:175(get_annotations)
     2920    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
      209    0.001    0.000    0.042    0.000 _compiler.py:740(compile)
      710    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
      187    0.001    0.000    0.014    0.000 colors.py:324(_to_rgba_no_colorcycle)
        1    0.001    0.001    0.003    0.003 dviread.py:1(<module>)
        1    0.001    0.001    0.001    0.001 {method 'read' of '_io.TextIOWrapper' objects}
      939    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
     1555    0.001    0.000    0.002    0.000 _function_base_impl.py:346(iterable)
       56    0.001    0.000    0.025    0.000 backend_bases.py:1384(__init__)
       10    0.001    0.000    0.001    0.000 _linalg.py:499(inv)
    104/2    0.001    0.000    0.002    0.001 __init__.py:1962(__call__)
   917/23    0.001    0.000    1.417    0.062 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
      511    0.001    0.000    0.001    0.000 _linalg.py:198(_assert_stacked_square)
      602    0.001    0.000    0.013    0.000 _methods.py:68(_all)
     4973    0.001    0.000    0.001    0.000 artist.py:1557(<genexpr>)
      511    0.001    0.000    0.001    0.000 _linalg.py:192(_assert_stacked_2d)
       12    0.001    0.000    0.108    0.009 axis.py:1287(_update_ticks)
     2317    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
   306/12    0.001    0.000    0.006    0.001 core.py:806(_parseNoCache)
    128/0    0.001    0.000    0.000          artist.py:53(draw_wrapper)
     1537    0.001    0.000    0.002    0.000 colors.py:218(_is_nth_color)
      356    0.001    0.000    0.004    0.000 inspect.py:798(_finddoc)
  649/625    0.001    0.000    0.005    0.000 contextlib.py:141(__exit__)
     5274    0.001    0.000    0.001    0.000 path.py:211(vertices)
      361    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1585(_get_spec)
        1    0.001    0.001    0.017    0.017 fromnumeric.py:1(<module>)
     1078    0.001    0.000    0.003    0.000 __init__.py:1628(getint_event)
        1    0.001    0.001    0.166    0.166 rcsetup.py:1(<module>)
       66    0.001    0.000    0.028    0.000 backend_bases.py:1266(__init__)
       86    0.001    0.000    0.001    0.000 transforms.py:365(bounds)
     1328    0.001    0.000    0.006    0.000 artist.py:414(pchanged)
        2    0.001    0.000    0.001    0.001 quiver.py:714(_h_arrows)
      853    0.001    0.000    0.001    0.000 enum.py:837(__setattr__)
      380    0.001    0.000    0.005    0.000 transforms.py:1832(frozen)
        1    0.001    0.001    0.007    0.007 artist.py:1(<module>)
       43    0.001    0.000    0.001    0.000 function_base.py:25(linspace)
      206    0.001    0.000    0.001    0.000 font_manager.py:876(set_size)
      649    0.001    0.000    0.002    0.000 contextlib.py:299(helper)
  128/117    0.001    0.000    0.038    0.000 _docstring.py:122(__call__)
        1    0.001    0.001    0.036    0.036 numeric.py:1(<module>)
        1    0.001    0.001    0.013    0.013 helpers.py:1(<module>)
      230    0.001    0.000    0.005    0.000 overrides.py:83(verify_matching_signatures)
      416    0.001    0.000    0.003    0.000 transforms.py:2341(__init__)
     2311    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
      414    0.001    0.000    0.002    0.000 lines.py:1276(set_xdata)
      238    0.001    0.000    0.001    0.000 core.py:457(__init__)
       64    0.001    0.000    0.005    0.000 deprecation.py:414(make_keyword_only)
       94    0.001    0.000    0.013    0.000 __init__.py:1447(_preprocess_data)
        1    0.001    0.001    0.002    0.002 ipaddress.py:1(<module>)
       88    0.001    0.000    0.001    0.000 transforms.py:353(height)
    137/7    0.001    0.000    0.836    0.119 text.py:65(_get_text_metrics_with_cache)
      418    0.001    0.000    0.002    0.000 enum.py:1541(__and__)
      445    0.001    0.000    0.005    0.000 core.py:519(copy)
  316/251    0.001    0.000    0.022    0.000 typing.py:378(inner)
      676    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      753    0.001    0.000    0.005    0.000 _methods.py:43(_amax)
        1    0.001    0.001    0.002    0.002 decoder.py:343(raw_decode)
       18    0.001    0.000    0.001    0.000 {method 'decode' of 'ImagingDecoder' objects}
     1035    0.001    0.000    0.002    0.000 copyreg.py:98(__newobj__)
  756/674    0.001    0.000    0.001    0.000 transforms.py:164(_invalidate_internal)
     2204    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
        3    0.001    0.000    0.066    0.022 core.py:1(<module>)
      383    0.001    0.000    0.143    0.000 <frozen importlib._bootstrap_external>:1517(find_spec)
      140    0.001    0.000    0.001    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
      896    0.001    0.000    0.001    0.000 copy.py:231(_keep_alive)
      272    0.001    0.000    0.001    0.000 cbook.py:259(__init__)
       22    0.001    0.000    0.007    0.000 typing.py:2758(__new__)
      440    0.001    0.000    0.004    0.000 transforms.py:2498(composite_transform_factory)
     2194    0.001    0.000    0.009    0.000 <frozen abc>:117(__instancecheck__)
        1    0.001    0.001    0.024    0.024 lebwohl_lasher.py:46(init_lattice)
      209    0.001    0.000    0.026    0.000 _parser.py:969(parse)
     1523    0.001    0.000    0.001    0.000 _linalg.py:128(isComplexType)
     8979    0.001    0.000    0.001    0.000 inspect.py:2782(name)
       66    0.001    0.000    0.025    0.000 backend_bases.py:1803(inaxes)
  649/625    0.001    0.000    0.011    0.000 contextlib.py:132(__enter__)
      456    0.001    0.000    0.017    0.000 artist.py:1530(number_of_parameters)
      365    0.001    0.000    0.003    0.000 transforms.py:1848(transform_affine)
   433/27    0.001    0.000    1.190    0.044 {built-in method builtins.__import__}
      306    0.001    0.000    0.001    0.000 results.py:153(__new__)
     1506    0.001    0.000    0.101    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
      509    0.001    0.000    0.003    0.000 _inspect.py:96(getargspec)
      227    0.001    0.000    0.079    0.000 artist.py:1413(__init__)
       24    0.001    0.000    0.002    0.000 deprecation.py:126(deprecate)
       14    0.001    0.000    0.017    0.001 _backend_tk.py:748(_set_image_for_button)
2209/1746    0.001    0.000    0.002    0.000 {built-in method builtins.hash}
      710    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
        2    0.001    0.000    0.001    0.000 {method 'readline' of '_io.BufferedReader' objects}
      272    0.001    0.000    0.005    0.000 fromnumeric.py:51(_wrapfunc)
       40    0.001    0.000    0.001    0.000 transforms.py:2837(nonsingular)
      311    0.001    0.000    0.003    0.000 function_base.py:505(add_newdoc)
        2    0.001    0.000    0.001    0.000 _function_base_impl.py:1670(angle)
  114/102    0.001    0.000    0.005    0.000 _base.py:851(_unstale_viewLim)
      361    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
      511    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
     2686    0.001    0.000    0.001    0.000 util.py:201(__call__)
      197    0.001    0.000    0.008    0.000 transforms.py:1472(transform)
      527    0.001    0.000    0.002    0.000 _ufunc_config.py:457(__exit__)
      265    0.001    0.000    0.001    0.000 overrides.py:105(array_function_dispatch)
      313    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
      100    0.001    0.000    0.001    0.000 __init__.py:1569(nametowidget)
      118    0.001    0.000    0.003    0.000 font_manager.py:656(__init__)
      164    0.001    0.000    0.002    0.000 transforms.py:1972(rotate)
      356    0.001    0.000    0.002    0.000 inspect.py:788(_findclass)
      728    0.001    0.000    0.032    0.000 inspect.py:3325(signature)
        1    0.001    0.001    0.697    0.697 pyplot.py:1(<module>)
      643    0.001    0.000    0.017    0.000 colors.py:223(is_color_like)
       12    0.001    0.000    0.001    0.000 numeric.py:2349(isclose)
