lebwohl_lasher.py: Size: 50, Steps: 500, T*: 0.500: Order: 0.525, Time: 33.687183 s
         4000197 function calls (3976313 primitive calls) in 36.599 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      387    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
  649/625    0.001    0.000    0.005    0.000 contextlib.py:141(__exit__)
      148    0.001    0.000    0.013    0.000 transforms.py:804(from_extents)
      715    0.001    0.000    0.006    0.000 {method 'max' of 'numpy.ndarray' objects}
       88    0.001    0.000    0.001    0.000 transforms.py:2487(get_matrix)
     2317    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      187    0.001    0.000    0.013    0.000 colors.py:324(_to_rgba_no_colorcycle)
        2    0.001    0.001    0.001    0.001 quiver.py:714(_h_arrows)
     1555    0.001    0.000    0.002    0.000 _function_base_impl.py:346(iterable)
      209    0.001    0.000    0.004    0.000 _compiler.py:511(_compile_info)
      206    0.001    0.000    0.001    0.000 font_manager.py:876(set_size)
      238    0.001    0.000    0.001    0.000 core.py:457(__init__)
       22    0.001    0.000    0.006    0.000 typing.py:2758(__new__)
     2653    0.001    0.000    0.002    0.000 _parser.py:176(append)
       36    0.001    0.000    0.027    0.001 _backend_tk.py:296(motion_notify_event)
      227    0.001    0.000    0.088    0.000 artist.py:1413(__init__)
        1    0.001    0.001    0.004    0.004 extras.py:1(<module>)
      414    0.001    0.000    0.002    0.000 lines.py:1276(set_xdata)
       64    0.001    0.000    0.007    0.000 deprecation.py:414(make_keyword_only)
     1537    0.001    0.000    0.002    0.000 colors.py:218(_is_nth_color)
      501    0.001    0.000    0.003    0.000 shape_base.py:217(_vhstack_dispatcher)
     1506    0.001    0.000    0.105    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
     1901    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
     1328    0.001    0.000    0.007    0.000 artist.py:414(pchanged)
      649    0.001    0.000    0.004    0.000 contextlib.py:299(helper)
     2686    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
      710    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
     1793    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
        9    0.001    0.000    0.002    0.000 enum.py:1682(convert_class)
      583    0.001    0.000    0.013    0.000 _methods.py:68(_all)
      521    0.001    0.000    0.002    0.000 _ufunc_config.py:457(__exit__)
     8979    0.001    0.000    0.001    0.000 inspect.py:2782(name)
  366/359    0.001    0.000    0.043    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
      361    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1585(_get_spec)
      836    0.001    0.000    0.003    0.000 __init__.py:1628(getint_event)
      509    0.001    0.000    0.003    0.000 _inspect.py:96(getargspec)
       36    0.001    0.000    0.020    0.001 backend_bases.py:1384(__init__)
      642    0.001    0.000    0.001    0.000 enum.py:772(__delattr__)
   917/23    0.001    0.000    1.029    0.045 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
   433/27    0.001    0.000    0.859    0.032 {built-in method builtins.__import__}
      209    0.001    0.000    0.024    0.000 _parser.py:969(parse)
2209/1746    0.001    0.000    0.002    0.000 {built-in method builtins.hash}
      270    0.001    0.000    0.005    0.000 transforms.py:1832(frozen)
      272    0.001    0.000    0.001    0.000 cbook.py:259(__init__)
    128/0    0.001    0.000    0.000          artist.py:53(draw_wrapper)
       12    0.001    0.000    0.126    0.011 axis.py:1287(_update_ticks)
  316/251    0.001    0.000    0.031    0.000 typing.py:378(inner)
       40    0.001    0.000    0.001    0.000 transforms.py:2837(nonsingular)
     2920    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        3    0.001    0.000    0.040    0.013 core.py:1(<module>)
      120    0.001    0.000    0.258    0.002 artist.py:1832(kwdoc)
      939    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
     3051    0.001    0.000    0.001    0.000 {built-in method _operator.index}
  649/625    0.001    0.000    0.009    0.000 contextlib.py:132(__enter__)
     41/3    0.001    0.000    1.629    0.543 text.py:926(get_window_extent)
  646/564    0.001    0.000    0.001    0.000 transforms.py:164(_invalidate_internal)
  152/144    0.001    0.000    0.001    0.000 spines.py:340(get_spine_transform)
     1035    0.001    0.000    0.001    0.000 copyreg.py:98(__newobj__)
     1511    0.001    0.000    0.001    0.000 _linalg.py:128(isComplexType)
      352    0.001    0.000    0.004    0.000 transforms.py:2498(composite_transform_factory)
     1693    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
      149    0.001    0.000    0.004    0.000 typing.py:317(_deduplicate)
      896    0.001    0.000    0.001    0.000 copy.py:231(_keep_alive)
      764    0.001    0.000    0.002    0.000 shape_base.py:209(_arrays_for_stack_dispatcher)
      356    0.001    0.000    0.002    0.000 inspect.py:788(_findclass)
       68    0.001    0.000    0.001    0.000 transforms.py:353(height)
    88/44    0.001    0.000    0.007    0.000 transforms.py:2361(frozen)
      264    0.001    0.000    0.001    0.000 markers.py:275(_set_fillstyle)
      455    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
      250    0.001    0.000    0.002    0.000 transforms.py:2341(__init__)
      643    0.001    0.000    0.017    0.000 colors.py:223(is_color_like)
      142    0.001    0.000    0.002    0.000 transforms.py:1972(rotate)
     5108    0.001    0.000    0.001    0.000 path.py:254(should_simplify)
      313    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
      180    0.001    0.000    0.004    0.000 markers.py:250(_recache)
        1    0.001    0.001    0.008    0.008 helpers.py:1(<module>)
        1    0.001    0.001    0.001    0.001 font_manager.py:1554(_get_font)
      100    0.001    0.000    0.012    0.000 pyplot.py:209(_add_pyplot_note)
      311    0.001    0.000    0.003    0.000 function_base.py:505(add_newdoc)
      313    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      140    0.001    0.000    0.001    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
    137/7    0.001    0.000    0.674    0.096 text.py:65(_get_text_metrics_with_cache)
