lebwohl_lasher_p_numba.py: Size: 150, Steps: 500, T*: 0.500: Order: 0.365, Time: 6.711746 s
         7901459 function calls (7561971 primitive calls) in 12.662 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       31    0.004    0.000    0.037    0.001 __init__.py:884(_rc_params_in_file)
    24277    0.004    0.000    0.004    0.000 builder.py:195(block)
      854    0.004    0.000    0.019    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
     2329    0.004    0.000    0.008    0.000 values.py:1091(_to_list)
     1538    0.004    0.000    0.013    0.000 <frozen importlib._bootstrap>:162(__enter__)
      180    0.004    0.000    0.030    0.000 ir.py:1326(dump)
    10573    0.004    0.000    0.004    0.000 enum.py:1116(__new__)
     6240    0.004    0.000    0.005    0.000 {built-in method builtins.max}
      361    0.003    0.000    0.018    0.000 packer.py:73(__init__)
    12468    0.003    0.000    0.003    0.000 {method 'index' of 'tuple' objects}
    11036    0.003    0.000    0.003    0.000 {method 'pop' of 'dict' objects}
     5373    0.003    0.000    0.005    0.000 value.py:87(__init__)
    14450    0.003    0.000    0.003    0.000 controlflow.py:126(predecessors)
     1255    0.003    0.000    0.008    0.000 types.py:521(wrap_constant_value)
     3384    0.003    0.000    0.005    0.000 types.py:677(__eq__)
     2329    0.003    0.000    0.008    0.000 values.py:1051(__init__)
      876    0.003    0.000    0.203    0.000 <frozen importlib._bootstrap_external>:1488(_get_spec)
      990    0.003    0.000    0.011    0.000 instructions.py:349(__init__)
     4052    0.003    0.000    0.006    0.000 context.py:249(_get_attribute_templates)
     3396    0.003    0.000    0.003    0.000 {built-in method builtins.print}
    15457    0.003    0.000    0.005    0.000 analysis.py:69(<genexpr>)
     7476    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
      969    0.003    0.000    0.014    0.000 instructions.py:582(descr)
  518/423    0.003    0.000    0.087    0.000 base.py:526(get_function)
    13568    0.003    0.000    0.003    0.000 _parser.py:240(__next)
     3231    0.003    0.000    0.061    0.000 module.py:251(_next)
      489    0.003    0.000    0.019    0.000 module.py:45(add_metadata)
      180    0.003    0.000    0.005    0.000 interpreter.py:1661(_remove_unused_temporaries)
      847    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
    10289    0.003    0.000    0.006    0.000 _parser.py:261(get)
      918    0.003    0.000    0.006    0.000 <frozen posixpath>:71(join)
     1345    0.003    0.000    0.015    0.000 typeinfer.py:1080(add_type)
     2299    0.003    0.000    0.013    0.000 targetconfig.py:57(top_or_none)
     1460    0.003    0.000    0.005    0.000 ir.py:1282(find_exprs)
     1251    0.003    0.000    0.004    0.000 containers.py:233(__init__)
     2332    0.003    0.000    0.075    0.000 old_models.py:630(get)
     1456    0.003    0.000    0.013    0.000 instructions.py:201(__init__)
     3233    0.003    0.000    0.007    0.000 context.py:478(_lookup_global)
     1496    0.003    0.000    0.005    0.000 templates.py:182(signature)
     1054    0.003    0.000    0.125    0.000 lowering.py:1578(delvar)
     1895    0.003    0.000    0.022    0.000 ir.py:929(__str__)
      546    0.003    0.000    0.003    0.000 old_models.py:497(traverse)
      414    0.003    0.000    0.040    0.000 base.py:49(_find)
       42    0.003    0.000    0.023    0.001 ssa.py:145(_find_defs_violators)
      871    0.003    0.000    0.026    0.000 builder.py:875(call)
   107/97    0.003    0.000    0.305    0.003 lowering.py:740(lower_binop)
      780    0.003    0.000    0.010    0.000 copy.py:61(copy)
      226    0.003    0.000    0.076    0.000 cgutils.py:99(__init__)
     1639    0.003    0.000    0.005    0.000 inspect.py:175(get_annotations)
      312    0.003    0.000    0.009    0.000 ir_utils.py:1622(find_callname)
      924    0.003    0.000    0.010    0.000 ir_utils.py:2245(enforce_no_dels)
     6887    0.003    0.000    0.003    0.000 ffi.py:327(__init__)
     3470    0.003    0.000    0.003    0.000 utils.py:445(__setitem__)
     6270    0.003    0.000    0.003    0.000 npytypes.py:482(key)
     7268    0.003    0.000    0.003    0.000 ffi.py:344(detach)
     3362    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
     2117    0.003    0.000    0.010    0.000 instructions.py:447(descr)
      990    0.003    0.000    0.009    0.000 instructions.py:365(descr)
      975    0.003    0.000    0.015    0.000 builder.py:568(_icmp)
    16097    0.003    0.000    0.003    0.000 {function RcParams.__getitem__ at 0x7f35d3acc900}
     1321    0.003    0.000    0.003    0.000 __init__.py:517(cast)
      635    0.003    0.000    0.005    0.000 typing.py:1587(__hash__)
     6835    0.003    0.000    0.004    0.000 inspect.py:3062(<genexpr>)
       42    0.003    0.000    0.012    0.000 typeinfer.py:1106(unify)
     1404    0.003    0.000    0.004    0.000 bytecode.py:342(<genexpr>)
      664    0.003    0.000    0.030    0.000 values.py:973(descr_prototype)
     1404    0.003    0.000    0.006    0.000 bytecode.py:264(next)
  957/308    0.003    0.000    0.051    0.000 _parser.py:452(_parse_sub)
      945    0.003    0.000    0.007    0.000 instructions.py:30(descr)
    16101    0.003    0.000    0.003    0.000 {built-in method builtins.id}
     1086    0.003    0.000    0.042    0.000 extending.py:129(decorate)
     4283    0.003    0.000    0.003    0.000 types.py:314(format_constant)
     1019    0.003    0.000    0.006    0.000 instructions.py:738(descr)
      150    0.003    0.000    0.011    0.000 templates.py:188(fold_arguments)
    10450    0.003    0.000    0.003    0.000 {method 'isidentifier' of 'str' objects}
  953/596    0.003    0.000    1.932    0.003 lowering.py:664(lower_assign)
      953    0.003    0.000    0.083    0.000 lowering.py:1532(storevar)
     6099    0.003    0.000    0.003    0.000 {built-in method numba.core.typeconv._typeconv.check_compatible}
     1665    0.003    0.000    0.017    0.000 values.py:1123(__str__)
     1782    0.003    0.000    0.004    0.000 ir.py:1315(append)
     7834    0.003    0.000    0.004    0.000 utils.py:332(key)
       42    0.003    0.000    0.228    0.005 interpreter.py:1365(interpret)
     3458    0.003    0.000    0.005    0.000 {built-in method builtins.all}
     1668    0.003    0.000    0.018    0.000 compiler_lock.py:15(release)
     1310    0.003    0.000    0.005    0.000 byteflow.py:1893(append)
     1690    0.003    0.000    0.003    0.000 warnings.py:482(__enter__)
     1092    0.003    0.000    0.003    0.000 controlflow.py:89(__init__)
     3332    0.003    0.000    0.007    0.000 ir.py:596(<genexpr>)
