Lattice-Size,Runtime-Average,Runtime-STD
25,0.068777418136596685,0.011280644352762343
50,0.072973632812499994,0.003531341217353603
75,0.080330181121826175,0.000825676859525620
100,0.119194889068603510,0.018469805275149173
200,0.200369644165039051,0.011057674573267513
300,0.364179277420043968,0.007288808852460401
400,0.565334463119506858,0.008664259543016258
500,0.818027830123901345,0.007859534182910908
600,1.145956134796142667,0.007057328578192944
700,1.512798833847045943,0.014331868335550658
800,1.959571361541748047,0.016986198761479745
900,2.455789995193481623,0.007156109344991455
1000,3.096155261993408292,0.162434035159665119
