run_lebwohl_lasher_p_cython.py: Size: 150, Steps: 500, T*: 0.500: Order: 0.394, Time: 3.974497 s
         1122328 function calls (1106011 primitive calls) in 5.009 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2409    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
     7467    0.001    0.000    0.001    0.000 inspect.py:2794(kind)
      671    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
      681    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1466(_path_importer_cache)
      110    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      348    0.001    0.000    0.001    0.000 __init__.py:103(find_spec)
      455    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
     1444    0.001    0.000    0.001    0.000 _parser.py:293(tell)
        2    0.001    0.000    0.029    0.015 core.py:198(read_style_directory)
      650    0.001    0.000    0.001    0.000 functools.py:65(wraps)
      426    0.001    0.000    0.014    0.000 rcsetup.py:332(validate_color)
      501    0.001    0.000    0.001    0.000 _linalg.py:1236(_eigvalsh_dispatcher)
      113    0.001    0.000    0.006    0.000 rcsetup.py:99(f)
       19    0.001    0.000    0.013    0.001 rcsetup.py:814(validate_cycler)
     2686    0.001    0.000    0.001    0.000 util.py:201(__call__)
      109    0.001    0.000    0.012    0.000 typing.py:673(Union)
      348    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
     1299    0.001    0.000    0.001    0.000 __init__.py:678(_set)
      503    0.001    0.000    0.001    0.000 _ufunc_config.py:457(__exit__)
      533    0.001    0.000    0.001    0.000 {built-in method numpy.asarray}
      501    0.001    0.000    0.008    0.000 _methods.py:43(_amax)
      467    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      434    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.001    0.001    0.010    0.010 run_lebwohl_lasher_p_cython.py:49(init_lattice)
       91    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
    379/1    0.001    0.000    0.001    0.001 __config__.py:19(_cleanup)
      445    0.001    0.000    0.001    0.000 copy.py:247(_reconstruct)
      148    0.000    0.000    0.003    0.000 typing.py:317(_deduplicate)
     1236    0.000    0.000    0.004    0.000 {built-in method _abc._abc_instancecheck}
      579    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
