lebwohl_lasher_s_numba.py: Size: 50, Steps: 500, T*: 0.500: Order: 0.368, Time: 11.546142 s
         2352399 function calls (2288376 primitive calls) in 13.533 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      241    0.001    0.000    0.003    0.000 ir.py:592(__repr__)
      851    0.001    0.000    0.001    0.000 typeinfer.py:899(__getitem__)
     5794    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.001    0.001    0.010    0.010 arrayobj.py:1(<module>)
     2068    0.001    0.000    0.001    0.000 abstract.py:20(_autoincr)
      120    0.001    0.000    0.248    0.002 artist.py:1832(kwdoc)
     2635    0.001    0.000    0.003    0.000 target_extension.py:47(current_target)
     1219    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap>:632(cached)
      271    0.001    0.000    0.002    0.000 context.py:286(find_matching_getattr_template)
       50    0.001    0.000    0.003    0.000 analysis.py:235(compute_cfg_from_blocks)
  312/275    0.001    0.000    0.427    0.002 compiler_lock.py:32(_acquire_compile_lock)
      311    0.001    0.000    0.003    0.000 function_base.py:505(add_newdoc)
      657    0.001    0.000    0.160    0.000 <frozen importlib._bootstrap_external>:1517(find_spec)
      195    0.001    0.000    0.001    0.000 _shape_base_impl.py:633(column_stack)
    14/13    0.001    0.000    0.090    0.007 utils.py:687(__init__)
      116    0.001    0.000    0.001    0.000 typeinfer.py:496(fold_arg_vars)
